	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
260600	GUT_GENOME260601	XieH_2016__YSZC12003_37545__bin.29	CIBIO	MAG	2585264	37	140630	41.06	99.33	0.0	0.02	0.0	0.0	0.0	17		GUT_GENOME001027	MGYG-HGUT-00189	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	ERS746926	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00189/genomes1/GUT_GENOME260601.gff.gz
81046	GUT_GENOME081047	ERS537197_42	HGM	MAG	3007296	158	34496	58.22	96.51	1.01	0.01	94.12	0.0	0.0	20		GUT_GENOME247421	MGYG-HGUT-03891	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	ERS537197	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-038/MGYG-HGUT-03891/genomes4/GUT_GENOME081047.gff.gz
52848	GUT_GENOME052849	ERR209773_bin.15	EBI	MAG	2637110	48	87294	36.02	95.13	2.01	0.04	0.0	0.0	5.4	16	ERZ968389	GUT_GENOME000308	MGYG-HGUT-00078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	ERS199326	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00078/genomes4/GUT_GENOME052849.gff.gz
163109	GUT_GENOME163110	SchirmerM_2016__G89098__bin.26	CIBIO	MAG	1765281	388	5771	53.97	85.78	0.67	0.27	0.0	0.0	0.0	13		GUT_GENOME238522	MGYG-HGUT-03656	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	SRS1876619	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03656/genomes1/GUT_GENOME163110.gff.gz
72275	GUT_GENOME072276	ERS396425_20	HGM	MAG	3385447	390	12726	31.47	94.34	1.89	0.05	0.0	0.0	0.0	15		GUT_GENOME096257	MGYG-HGUT-01400	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	ERS396425	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-014/MGYG-HGUT-01400/genomes1/GUT_GENOME072276.gff.gz
266387	GUT_GENOME266388	ZeeviD_2015__PNP_Main_146__bin.19	CIBIO	MAG	2344794	220	15119	60.61	94.31	0.0	0.39	89.08	0.0	0.0	18		GUT_GENOME000367	MGYG-HGUT-00084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	ERS971784	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00084/genomes3/GUT_GENOME266388.gff.gz
240903	GUT_GENOME240904	VatanenT_2016__G78803__bin.3	CIBIO	MAG	3541691	531	8579	48.06	76.02	3.45	0.06	0.0	0.0	0.0	17		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719360	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes10/GUT_GENOME240904.gff.gz
43883	GUT_GENOME043884	ERR1305890_bin.41	EBI	MAG	2773604	22	192269	44.16	98.66	0.0	0.02	0.0	0.0	10.74	18	ERZ833372	GUT_GENOME001029	MGYG-HGUT-00190	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	ERS1076053	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00190/genomes1/GUT_GENOME043884.gff.gz
219344	GUT_GENOME219345	SRS145497_26	HGM	MAG	1668122	90	26758	54.15	64.02	0.24	0.29	0.0	0.0	0.0	17		GUT_GENOME095971	MGYG-HGUT-01302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	SRS145497	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01302/genomes1/GUT_GENOME219345.gff.gz
189236	GUT_GENOME189237	SRR5056702_bin.29	EBI	MAG	1983156	10	432133	53.11	97.32	0.0	0.01	91.6	0.0	11.08	20	ERZ934738	GUT_GENOME067489	MGYG-HGUT-01029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	SRS1820250	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01029/genomes1/GUT_GENOME189237.gff.gz
188222	GUT_GENOME188223	SRR5032340_bin.15	EBI	MAG	2616449	30	150058	51.22	58.18	0.06	0.0	0.0	0.0	0.0	14	ERZ847284	GUT_GENOME144544	MGYG-HGUT-02506	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D	SRS1806085	SRP093506	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02506/genomes10/GUT_GENOME188223.gff.gz
167688	GUT_GENOME167689	SRR1238145_bin.10	EBI	MAG	1561188	95	23944	59.74	66.35	1.36	0.07	0.0	0.0	5.13	15	ERZ836065	GUT_GENOME142522	MGYG-HGUT-02395	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	SRS591939	SRP040956	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02395/genomes1/GUT_GENOME167689.gff.gz
149328	GUT_GENOME149329	QinJ_2012__CON-094__bin.10	CIBIO	MAG	2436796	277	12553	42.98	88.81	1.03	0.29	0.0	0.0	0.0	12		GUT_GENOME140786	MGYG-HGUT-02321	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02321/genomes4/GUT_GENOME149329.gff.gz
147895	GUT_GENOME147896	QinJ_2012__CON-001__bin.56	CIBIO	MAG	3236755	455	10174	43.51	85.88	1.08	0.09	0.0	0.0	0.0	18		GUT_GENOME001635	MGYG-HGUT-00254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00254/genomes1/GUT_GENOME147896.gff.gz
203847	GUT_GENOME203848	SRR5558283_bin.37	EBI	MAG	1123511	14	93948	26.76	61.12	0.67	0.34	0.0	10.63	11.76	11	ERZ972608	GUT_GENOME258969	MGYG-HGUT-04191	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916005	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04191/genomes1/GUT_GENOME203848.gff.gz
86302	GUT_GENOME086303	ERS537385_38	HGM	MAG	3080651	285	15084	35.66	82.69	1.57	0.41	0.0	0.0	0.0	13		GUT_GENOME151978	MGYG-HGUT-02580	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436475	ERS537385	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02580/genomes1/GUT_GENOME086303.gff.gz
3197	GUT_GENOME003198	BackhedF_2015__SID229_M__bin.36	CIBIO	MAG	2174470	144	22223	53.53	95.3	0.13	0.05	0.0	0.0	0.0	17		GUT_GENOME238522	MGYG-HGUT-03656	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	ERS473110	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03656/genomes2/GUT_GENOME003198.gff.gz
50339	GUT_GENOME050340	ERR209091_bin.8	EBI	MAG	2299137	351	7853	56.44	93.58	1.65	0.07	0.0	0.0	0.0	14	ERZ963519	GUT_GENOME251083	MGYG-HGUT-03937	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	ERS199011	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03937/genomes2/GUT_GENOME050340.gff.gz
199161	GUT_GENOME199162	SRR5275456_bin.17	EBI	MAG	2477711	86	46488	47.87	50.88	0.0	0.42	0.0	0.0	6.02	7	ERZ843441	GUT_GENOME000594	MGYG-HGUT-00123	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935	SRS1993583	SRP100446	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00123/genomes1/GUT_GENOME199162.gff.gz
114204	GUT_GENOME114205	LeChatelierE_2013__MH0446__bin.65	CIBIO	MAG	2908218	757	4495	59.24	69.67	0.39	0.38	0.0	0.0	0.0	19		GUT_GENOME096166	MGYG-HGUT-01359	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	ERS328995	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01359/genomes2/GUT_GENOME114205.gff.gz
195490	GUT_GENOME195491	SRR5106364_bin.11	EBI	MAG	2368271	43	82889	59.33	77.32	0.72	0.13	0.0	0.0	0.0	19	ERZ865007	GUT_GENOME000285	MGYG-HGUT-00074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	SRS1858654	SRP095060	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00074/genomes3/GUT_GENOME195491.gff.gz
103612	GUT_GENOME103613	IjazUZ_2017__S59_a_WGS__bin.9	CIBIO	MAG	2098361	133	24590	63.02	94.89	0.92	0.14	0.0	21.98	0.0	20		GUT_GENOME142525	MGYG-HGUT-02396	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	ERS1491458	ERP020739	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02396/genomes1/GUT_GENOME103613.gff.gz
149909	GUT_GENOME149910	QinJ_2012__DLM015__bin.21	CIBIO	MAG	2672369	52	100238	37.48	95.17	0.67	0.4	0.0	28.11	0.0	14		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	SRS259516	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes6/GUT_GENOME149910.gff.gz
188859	GUT_GENOME188860	SRR5056668_bin.122	EBI	MAG	3338384	117	48487	41.0	79.82	0.0	0.09	0.0	0.0	0.0	15	ERZ934330	GUT_GENOME001056	MGYG-HGUT-00193	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	SRS1820216	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00193/genomes1/GUT_GENOME188860.gff.gz
68886	GUT_GENOME068887	ERS396297_49	HGM	MAG	3631360	295	20722	47.8	68.45	1.72	0.33	0.0	26.55	58.77	16		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396297	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes10/GUT_GENOME068887.gff.gz
203373	GUT_GENOME203374	SRR5558227_bin.17	EBI	MAG	1411830	336	4473	54.88	65.34	0.66	1.01	0.0	0.0	0.0	14	ERZ972103	GUT_GENOME194902	MGYG-HGUT-03017	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-030/MGYG-HGUT-03017/genomes1/GUT_GENOME203374.gff.gz
231119	GUT_GENOME231120	SRS295024_31	HGM	MAG	2199609	42	124146	56.17	100.0	0.23	0.01	0.0	0.0	0.0	20		GUT_GENOME239670	MGYG-HGUT-03683	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	SRS295024	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03683/genomes1/GUT_GENOME231120.gff.gz
106601	GUT_GENOME106602	KosticAD_2015__PRJNA231909.3101439__bin.2	CIBIO	MAG	4935328	119	94732	43.17	95.94	0.12	0.01	0.0	0.0	0.0	18		GUT_GENOME096063	MGYG-HGUT-01337	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	SRS871316	SRP056054	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01337/genomes1/GUT_GENOME106602.gff.gz
203809	GUT_GENOME203810	SRR5558281_bin.15	EBI	MAG	1969851	199	12929	59.98	93.48	2.45	0.07	0.0	0.0	0.0	17	ERZ972587	GUT_GENOME000396	MGYG-HGUT-00085	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00085/genomes1/GUT_GENOME203810.gff.gz
24225	GUT_GENOME024226	CosteaPI_2017__SID713A084-11-0-0__bin.8	CIBIO	MAG	3327193	106	61398	43.7	93.98	3.37	0.05	0.0	0.0	10.6	17		GUT_GENOME256714	MGYG-HGUT-04114	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000438155	ERS1444539	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04114/genomes1/GUT_GENOME024226.gff.gz
48150	GUT_GENOME048151	ERR1913011_bin.8	EBI	MAG	2313449	45	74423	59.45	71.0	0.0	0.01	0.0	0.0	0.0	15	ERZ867820	GUT_GENOME000285	MGYG-HGUT-00074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	ERS1647292	ERP019674	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00074/genomes4/GUT_GENOME048151.gff.gz
261678	GUT_GENOME261679	YuJ_2015__SZAXPI003420-4__bin.34	CIBIO	MAG	4282578	229	31217	42.09	93.81	2.73	0.32	0.0	0.0	0.0	18		GUT_GENOME143505	MGYG-HGUT-02478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes4/GUT_GENOME261679.gff.gz
253794	GUT_GENOME253795	XieH_2016__YSZC12003_36006__bin.4	CIBIO	MAG	2157360	253	11471	57.59	96.25	1.68	0.47	0.0	0.0	0.0	19		GUT_GENOME026702	MGYG-HGUT-00743	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp000434635	ERS746748	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00743/genomes1/GUT_GENOME253795.gff.gz
37251	GUT_GENOME037252	ERR1190925_bin.76	EBI	MAG	1243887	43	40498	26.86	93.54	2.25	0.1	0.0	35.16	11.25	20	ERZ872579	GUT_GENOME251199	MGYG-HGUT-03940	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp000431795	ERS1016000	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03940/genomes1/GUT_GENOME037252.gff.gz
47298	GUT_GENOME047299	ERR1620364_bin.6	EBI	MAG	2144441	192	16303	58.96	66.96	1.79	0.38	94.12	0.0	0.0	17	ERZ851599	GUT_GENOME000092	MGYG-HGUT-00022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	ERS1343426	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00022/genomes2/GUT_GENOME047299.gff.gz
36384	GUT_GENOME036385	ERR1190892_bin.51	EBI	MAG	1644317	73	55872	29.68	78.67	2.35	0.06	0.0	0.0	11.56	16	ERZ871674	GUT_GENOME164321	MGYG-HGUT-02773	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	ERS1015967	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02773/genomes1/GUT_GENOME036385.gff.gz
17669	GUT_GENOME017670	CM_madagascar__A04_04_1FE__bin.26	CIBIO	MAG	1510131	342	5203	52.82	76.39	0.63	0.41	0.0	0.0	0.0	15		GUT_GENOME025761	MGYG-HGUT-00725	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	SRS3638611	SRP156699	Madagascar	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00725/genomes1/GUT_GENOME017670.gff.gz
97249	GUT_GENOME097250	GeversD_2014__SKBSTL062__bin.26	CIBIO	MAG	2420771	110	33217	41.89	97.98	1.17	0.05	0.0	0.0	0.0	15		GUT_GENOME096193	MGYG-HGUT-01374	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena torques	SRS584953	SRP040765	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01374/genomes3/GUT_GENOME097250.gff.gz
286901	GUT_GENOME286902	ZellerG_2014__MMPU68403337ST__bin.72	CIBIO	MAG	2368877	250	13622	56.4	96.6	2.04	0.61	0.0	0.0	0.0	17		GUT_GENOME251083	MGYG-HGUT-03937	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	ERS436840	ERP005534	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03937/genomes1/GUT_GENOME286902.gff.gz
178966	GUT_GENOME178967	SRR3498907_bin.2	EBI	MAG	1918766	8	549663	56.36	99.53	0.47	0.0	0.0	0.0	0.0	20	ERZ839525	GUT_GENOME212248	MGYG-HGUT-03186	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Gleimia;s__Gleimia europaea_A	SRS1433906	SRP074153	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-031/MGYG-HGUT-03186/genomes1/GUT_GENOME178967.gff.gz
210732	GUT_GENOME210733	SRR6028575_bin.14	EBI	MAG	1205584	272	5010	62.73	66.35	1.4	0.09	0.0	0.0	0.0	10	ERZ981772	GUT_GENOME259135	MGYG-HGUT-04196	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp001916855	SRS1905904	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04196/genomes1/GUT_GENOME210733.gff.gz
233767	GUT_GENOME233768	SRS475702_24	HGM	MAG	2755536	43	93922	41.66	95.65	1.93	0.0	0.0	0.0	5.03	17		GUT_GENOME143712	MGYG-HGUT-02492	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	SRS475702	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02492/genomes14/GUT_GENOME233768.gff.gz
27154	GUT_GENOME027155	CosteaPI_2017__tigress-11-0-0__bin.30	CIBIO	MAG	2207079	28	102444	37.43	59.06	0.0	0.01	0.0	51.92	0.0	12		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	ERS1444737	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes3/GUT_GENOME027155.gff.gz
280429	GUT_GENOME280430	ZeeviD_2015__PNP_Validation_13__bin.67	CIBIO	MAG	2452430	172	21706	47.51	96.64	1.57	0.02	0.0	0.0	0.0	17		GUT_GENOME000448	MGYG-HGUT-00089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	ERS953832	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00089/genomes1/GUT_GENOME280430.gff.gz
236898	GUT_GENOME236899	SRS476195_15	HGM	MAG	1381824	275	5742	32.73	61.0	0.0		0.0	0.0	0.0	14		GUT_GENOME017688	MGYG-HGUT-00572	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	SRS476195	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00572/genomes1/GUT_GENOME236899.gff.gz
167347	GUT_GENOME167348	SRR1215956_bin.2	EBI	MAG	2312241	300	10396	60.52	91.24	1.49	0.53	0.0	60.21	0.0	18	ERZ947837	GUT_GENOME000367	MGYG-HGUT-00084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	SRS584950	SRP040765	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00084/genomes1/GUT_GENOME167348.gff.gz
